code,term,dmd,type
346992009,Hydrocortisone 1% cream,346992009,VMP
347086005,Acetylcysteine 10% eye drops,347086005,VMP
347088006,Acetylcysteine 20% eye drops,347088006,VMP
347095002,,347095002,VMP
347097005,Atropine 0.5% eye drops,347097005,VMP
347099008,,347099008,VMP
347120004,Dexamethasone 0.1% eye drops,347120004,VMP
347121000,Disodium edetate 0.37% eye drops,347121000,VMP
347129003,Framycetin 0.5% eye drops,347129003,VMP
347132000,Gentamicin 1.5% eye drops,347132000,VMP
347144002,Guanethidine 3% / Adrenaline 0.5% eye drops,347144002,VMP
347145001,Guanethidine 1% / Adrenaline 0.2% eye drops,347145001,VMP
347186008,Naphazoline 0.012% eye drops,347186008,VMP
347198003,,347198003,VMP
347200009,Pilocarpine hydrochloride 0.1% eye drops,347200009,VMP
347201008,Pilocarpine hydrochloride 0.25% eye drops,347201008,VMP
347208002,Pilocarpine hydrochloride 6% eye drops,347208002,VMP
347210000,Pilocarpine hydrochloride 8% eye drops,347210000,VMP
347223007,Prednisolone acetate 1% eye drops,347223007,VMP
347243001,Trifluridine 1% eye drops,347243001,VMP
347249002,Phenylbutazone 100mg tablets,347249002,VMP
347257004,Framycetin 0.5% eye ointment,347257004,VMP
347272000,Gentamicin 0.3% ear/eye drops,347272000,VMP
347317004,Testosterone 100mg implant,347317004,VMP
347318009,Testosterone 200mg implant,347318009,VMP
347331004,Salicylamide 5% / Benzocaine 2% gel,347331004,VMP
347332006,,347332006,VMP
347340000,Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% gel,347340000,VMP
347343003,Isotretinoin 0.05% gel,347343003,VMP
347779008,Simeticone 42mg/5ml oral drops,347779008,VMP
347927000,Cinchocaine 1.1% ointment,347927000,VMP
347928005,Clobetasol 0.05% ointment,347928005,VMP
347949006,Hydrocortisone 1% ointment,347949006,VMP
347971001,Tolnaftate 1% / Benzalkonium chloride 0.1% ointment,347971001,VMP
348003002,Cimetidine 200mg/5ml oral suspension sugar free,348003002,VMP
348190007,Tolnaftate 1% powder,348190007,VMP
348302000,Tolnaftate 1% dry powder spray,348302000,VMP
348315009,Paracetamol 500mg / Caffeine 65mg tablets,348315009,VMP
348374003,Chlorpromazine 25mg suppositories,348374003,VMP
348445008,Hyoscine hydrobromide 150microgram tablets,348445008,VMP
348468004,Doans Backache Pills,348468004,VMP
348476002,Promethazine hydrochloride 20mg tablets,348476002,VMP
348501006,Estriol 0.01% cream,348501006,VMP
350079007,Activated charcoal 5g effervescent granules sachets,350079007,VMP
353131001,Estriol 500microgram pessaries,353131001,VMP
353132008,Estriol 0.1% cream,353132008,VMP
353205009,Xylometazoline 0.1% nasal spray,353205009,VMP
353223001,Hydrocortisone 0.5% ointment,353223001,VMP
353399008,Famotidine 10mg tablets,353399008,VMP
353401002,Cimetidine 100mg tablets,353401002,VMP
353857000,Chloroquine sulfate 200mg tablets,353857000,VMP
354011009,Ranitidine 75mg tablets,354011009,VMP
354027002,Betamethasone 0.1% ear/eye/nose drops,354027002,VMP
354028007,Prednisolone sodium phosphate 0.5% ear/eye drops,354028007,VMP
356722003,Sodium chloride 0.9% eye drops,356722003,VMP
359063004,Low protein bread,359063004,VMP
359064005,Low protein biscuits,359064005,VMP
370195008,Ibuprofen 200mg capsules,370195008,VMP
370211007,,370211007,VMP
370238000,Methadone 10mg/5ml oral liquid,370238000,VMP
370261003,Morphine sulfate 5mg suppositories,370261003,VMP
370322009,,370322009,VMP
370329000,,370329000,VMP
370763001,,370763001,VMP
371144004,Mazindol 1mg tablets,371144004,VMP
371145003,Mazindol 2mg tablets,371145003,VMP
371194003,Primidone 250mg/5ml oral suspension,371194003,VMP
371245005,Calcium acetate 667mg capsules,371245005,VMP
371690008,,371690008,VMP
371691007,,371691007,VMP
371727009,,371727009,VMP
371748006,Fexofenadine 30mg tablets,371748006,VMP
373959000,Fluoxetine 10mg capsules,373959000,VMP
373965000,Fluoxetine 10mg tablets,373965000,VMP
373966004,Isosorbide dinitrate 5mg tablets,373966004,VMP
373967008,Ethionamide 250mg tablets,373967008,VMP
373994007,,373994007,VMP
373997000,,373997000,VMP
374014000,Betamethasone valerate 0.1% lotion,374014000,VMP
374041005,Zolmitriptan 5mg tablets,374041005,VMP
374054003,Olanzapine 20mg tablets,374054003,VMP
374072009,,374072009,VMP
374076007,Colestipol 1g tablets,374076007,VMP
374078008,,374078008,VMP
374135001,,374135001,VMP
374173002,Metolazone 2.5mg tablets,374173002,VMP
374245006,,374245006,VMP
374275001,,374275001,VMP
374284001,,374284001,VMP
374287008,Cyclophosphamide 25mg tablets,374287008,VMP
374288003,Megestrol 200mg/5ml oral suspension,374288003,VMP
374336007,Lomustine 10mg capsules,374336007,VMP
374342006,Lomustine 100mg capsules,374342006,VMP
374369007,Mitotane 500mg tablets,374369007,VMP
374372000,Betamethasone valerate 0.1% cream,374372000,VMP
374441000,,374441000,VMP
374449003,Pentosan polysulfate sodium 100mg capsules,374449003,VMP
374491001,Fluorouracil 1% cream,374491001,VMP
374506002,Danazol 50mg capsules,374506002,VMP
374507006,,374507006,VMP
374509009,Ergocalciferol 1.25mg capsules,374509009,VMP
374594007,Praziquantel 600mg tablets,374594007,VMP
374667004,Perindopril erbumine 8mg tablets,374667004,VMP
374699005,Felbamate 400mg tablets,374699005,VMP
374700006,Felbamate 600mg tablets,374700006,VMP
374701005,Felbamate 600mg/5ml oral suspension,374701005,VMP
374708004,Liothyronine 5microgram tablets,374708004,VMP
374709007,Liothyronine 25microgram tablets,374709007,VMP
374872005,Bexarotene 75mg capsules,374872005,VMP
374897009,Pioglitazone 45mg tablets,374897009,VMP
374906008,Becaplermin 0.01% gel,374906008,VMP
374968007,Itraconazole 50mg/5ml oral liquid,374968007,VMP
375034009,Valsartan 80mg tablets,375034009,VMP
375035005,Valsartan 160mg tablets,375035005,VMP
375046008,Terbinafine 1% solution,375046008,VMP
375136008,Primidone 50mg tablets,375136008,VMP
375160007,Ziprasidone 20mg capsules,375160007,VMP
375162004,Ziprasidone 60mg capsules,375162004,VMP
375182000,,375182000,VMP
375193003,Mirtazapine 15mg tablets,375193003,VMP
375194009,Mirtazapine 15mg orodispersible tablets,375194009,VMP
375195005,Mirtazapine 30mg orodispersible tablets,375195005,VMP
375196006,Mirtazapine 45mg tablets,375196006,VMP
375252000,Cilostazol 100mg tablets,375252000,VMP
375254004,Cilostazol 50mg tablets,375254004,VMP
375287000,,375287000,VMP
375290006,Tiopronin 100mg tablets,375290006,VMP
375326009,Testolactone 50mg tablets,375326009,VMP
375342002,Procainamide 250mg capsules,375342002,VMP
375373003,Amantadine 100mg tablets,375373003,VMP
375374009,Warfarin 4mg tablets,375374009,VMP
375394000,Carbidopa 25mg tablets,375394000,VMP
375396003,Levetiracetam 750mg tablets,375396003,VMP
375426008,Midodrine 5mg tablets,375426008,VMP
375446003,Hydrocortisone 1% lotion,375446003,VMP
375449005,Hydroxycarbamide 300mg capsules,375449005,VMP
375521000,Fluorouracil 0.5% cream,375521000,VMP
375534004,Mepenzolate bromide 25mg tablets,375534004,VMP
375574005,,375574005,VMP
375579000,Isotretinoin 10mg capsules,375579000,VMP
375594001,Isotretinoin 40mg capsules,375594001,VMP
375618007,,375618007,VMP
375668004,Betamethasone dipropionate 0.05% cream,375668004,VMP
375669007,Betamethasone dipropionate 0.05% ointment,375669007,VMP
375739006,Sodium chloride 5% eye drops (drug),375739006,VMP
375770003,Clobetasol 500micrograms/g foam,375770003,VMP
375785009,Midodrine 2.5mg tablets,375785009,VMP
375797005,Oxandrolone 2.5mg tablets,375797005,VMP
375831000,,375831000,VMP
375854009,,375854009,VMP
375882002,,375882002,VMP
375899001,,375899001,VMP
375964004,Tretinoin 0.1% gel,375964004,VMP
375993004,Tolcapone 100mg tablets,375993004,VMP
376085005,Clofazimine 50mg capsules,376085005,VMP
376119006,Colesevelam 625mg tablets,376119006,VMP
376209006,Hydrochlorothiazide 25mg tablets,376209006,VMP
376255008,Thalidomide 50mg capsules,376255008,VMP
376294009,,376294009,VMP
376345006,,376345006,VMP
376346007,,376346007,VMP
376487009,Valsartan 320mg tablets,376487009,VMP
376491004,Lidocaine 5% medicated plasters,376491004,VMP
376508004,Hydrochlorothiazide 50mg tablets,376508004,VMP
376585004,Ivermectin 3mg tablets,376585004,VMP
376650009,,376650009,VMP
376651008,,376651008,VMP
376652001,Sevelamer 400mg tablets,376652001,VMP
376656003,Mesuximide 300mg capsules,376656003,VMP
376658002,,376658002,VMP
376675008,Finasteride 1mg tablets,376675008,VMP
376688006,Dexamethasone 4mg tablets,376688006,VMP
376689003,Trazodone 50mg tablets,376689003,VMP
376690007,Trazodone 100mg tablets,376690007,VMP
376738008,Ivermectin 6mg tablets,376738008,VMP
376769007,,376769007,VMP
376770008,Zinc acetate 50mg capsules,376770008,VMP
376771007,Zinc acetate 25mg capsules,376771007,VMP
376803002,Fluoxetine 40mg capsules,376803002,VMP
376807001,Olanzapine 15mg tablets,376807001,VMP
376809003,,376809003,VMP
376816002,Benzatropine 1mg tablets,376816002,VMP
376817006,,376817006,VMP
376832004,Methyltestosterone 10mg capsules,376832004,VMP
376839008,,376839008,VMP
376863000,,376863000,VMP
376878007,Indometacin 25mg/5ml oral suspension,376878007,VMP
376905005,Chlorothiazide 500mg tablets,376905005,VMP
376998003,Candesartan 32mg tablets,376998003,VMP
377040003,Hydroquinone 4% cream,377040003,VMP
377042006,,377042006,VMP
377060006,,377060006,VMP
377147002,Lorazepam 500microgram tablets,377147002,VMP
377211005,Co-tenidone 100mg/25mg tablets,377211005,VMP
377216000,Co-phenotrope 2.5mg/0.025mg tablets,377216000,VMP
377277000,Chlordiazepoxide 5mg / Clidinium bromide 2.5mg capsules,377277000,VMP
377360003,Ethinylestradiol 30microgram / Drospirenone 3mg tablets,377360003,VMP
377414004,Ethinylestradiol 35microgram / Norethisterone 1mg tablets,377414004,VMP
377470000,Pseudoephedrine 60mg / Acrivastine 8mg capsules,377470000,VMP
377488008,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets,377488008,VMP
377566005,Co-amilozide 5mg/50mg tablets,377566005,VMP
377572005,Pseudoephedrine hydrochloride 60mg / Triprolidine 2.5mg tab,377572005,VMP
385542009,Olmesartan medoxomil 20mg tablets,385542009,VMP
385543004,Olmesartan medoxomil 40mg tablets,385543004,VMP
385585000,Valdecoxib 10mg tablets,385585000,VMP
385586004,Valdecoxib 20mg tablets,385586004,VMP
386020005,Nitisinone 2mg capsules,386020005,VMP
386021009,Nitisinone 5mg capsules,386021009,VMP
386022002,Nitisinone 10mg capsules,386022002,VMP
386090004,Disulfiram 500mg tablets,386090004,VMP
386117004,Voriconazole 50mg tablets,386117004,VMP
386118009,Voriconazole 200mg tablets,386118009,VMP
386119001,Voriconazole 200mg powder for solution for infusion vials,386119001,VMP
386213008,Olanzapine 20mg oral lyophilisates sugar free,386213008,VMP
388930005,Rofecoxib 50mg tablets,388930005,VMP
392659002,,392659002,VMP
392660007,,392660007,VMP
395278001,Sirolimus 1mg tablets,395278001,VMP
395497004,Losartan 100mg / Hydrochlorothiazide 25mg tablets,395497004,VMP
395516007,Chlorothiazide 250mg tablets,395516007,VMP
395518008,Efavirenz 600mg tablets,395518008,VMP
395519000,Probenecid 500mg tablets,395519000,VMP
395521005,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets,395521005,VMP
395522003,Sodium oxybate 500mg/ml oral solution sugar free,395522003,VMP
396279000,Betamethasone valerate 0.1% ointment,396279000,VMP
400252005,,400252005,VMP
400419002,Desogestrel 75microgram tablets,400419002,VMP
400430004,Norgestrel 75microgram tablets,400430004,VMP
400446007,Glatiramer acetate 20mg inj vials,400446007,VMP
400504001,Heparinoid 0.8% ointment,400504001,VMP
400565002,,400565002,VMP
400566001,,400566001,VMP
400584004,Lauromacrogol 400 5% / Heparinoid 0.2% rectal ointment,400584004,VMP
400605006,Tramazoline 120microg / Dexamethasone 20microg/dose nsl spy,400605006,VMP
400627002,Salicylic acid 12% / Lactic acid 4% gel,400627002,VMP
400645002,Amisulpride 100mg tablets,400645002,VMP
400674006,Conj oestrogens 625microg tab and Norgestrel 150microg tab,400674006,VMP
400680003,,400680003,VMP
400687000,Infliximab 100mg powder for solution for infusion vials,400687000,VMP
400729005,Ibuprofen 5% / Levomenthol 3% gel,400729005,VMP
400747004,,400747004,VMP
400760005,White soft paraffin 95% / Liquid paraffin 5% ointment,400760005,VMP
400771006,Hypromellose 0.3% / Dextran '70' 0.1% eye drops,400771006,VMP
400772004,,400772004,VMP
400795008,,400795008,VMP
400849005,Low protein mix,400849005,VMP
406786007,Aripiprazole 5mg tablets,406786007,VMP
406787003,Aripiprazole 10mg tablets,406787003,VMP
406788008,Aripiprazole 15mg tablets,406788008,VMP
406790009,Aripiprazole 30mg tablets,406790009,VMP
407011007,Eplerenone 25mg tablets,407011007,VMP
407012000,Eplerenone 50mg tablets,407012000,VMP
407040005,Atomoxetine 10mg capsules,407040005,VMP
407041009,Atomoxetine 18mg capsules,407041009,VMP
407042002,Atomoxetine 25mg capsules,407042002,VMP
407043007,Atomoxetine 40mg capsules,407043007,VMP
407044001,Atomoxetine 60mg capsules,407044001,VMP
407071001,Epinastine 500micrograms/ml eye drops,407071001,VMP
407101003,Gefitinib 250mg tablets,407101003,VMP
407773006,Sulpiride 200mg/5ml oral liquid,407773006,VMP
407784004,Losartan 100mg tablets,407784004,VMP
407788001,Eletriptan 20mg tablets,407788001,VMP
407789009,Eletriptan 40mg tablets,407789009,VMP
407791001,Lamivudine 300mg tablets,407791001,VMP
407801001,Agalsidase beta 35mg powder for solution for infusion vials,407801001,VMP
407803003,Travoprost 40micrograms/ml eye drops,407803003,VMP
407808007,Tenofovir 245mg tablets,407808007,VMP
407809004,Clindamycin 1% gel,407809004,VMP
407824008,Oseltamivir 75mg capsules,407824008,VMP
407828006,Senna 15mg tablets,407828006,VMP
407831007,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,407831007,VMP
407832000,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,407832000,VMP
407837006,Memantine 10mg tablets,407837006,VMP
407846000,Omeprazole 10mg gastro-resistant tablets,407846000,VMP
407847009,Omeprazole 20mg gastro-resistant tablets,407847009,VMP
407848004,Omeprazole 40mg gastro-resistant tablets,407848004,VMP
407850007,Drotrecogin alfa 20mg powder for solution for infusion vials,407850007,VMP
407855002,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets,407855002,VMP
407856001,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets,407856001,VMP
407857005,Tadalafil 10mg tablets,407857005,VMP
407858000,Tadalafil 20mg tablets,407858000,VMP
407861004,Modafinil 200mg tablets,407861004,VMP
407889001,Tacrolimus 0.03% ointment,407889001,VMP
407890005,Tacrolimus 0.1% ointment,407890005,VMP
407891009,Bimatoprost 300micrograms/ml eye drops,407891009,VMP
407900001,Ketotifen 250micrograms/ml eye drops,407900001,VMP
407907003,Etoricoxib 60mg tablets,407907003,VMP
407908008,Etoricoxib 90mg tablets,407908008,VMP
407909000,Etoricoxib 120mg tablets,407909000,VMP
407910005,Artemether 20mg / Lumefantrine 120mg tablets,407910005,VMP
407914001,Calcitriol 3micrograms/g ointment,407914001,VMP
407915000,Escitalopram 10mg tablets,407915000,VMP
407917008,Valganciclovir 450mg tablets,407917008,VMP
408020000,Olopatadine 1mg/ml eye drops,408020000,VMP
408024009,Rosuvastatin 40mg tablets,408024009,VMP
408025005,Ribavirin 200mg tablets,408025005,VMP
408027002,Risedronate sodium 35mg tablets,408027002,VMP
408036003,Rosuvastatin 10mg tablets,408036003,VMP
408037007,Rosuvastatin 20mg tablets,408037007,VMP
408039005,Chlorothiazide 250mg/5ml oral suspension,408039005,VMP
408040007,Ramipril 1.25mg tablets,408040007,VMP
408050008,Ramipril 2.5mg tablets,408050008,VMP
408051007,Ramipril 5mg tablets,408051007,VMP
408052000,Ramipril 10mg tablets,408052000,VMP
408055003,Olmesartan medoxomil 10mg tablets,408055003,VMP
408060004,Ezetimibe 10mg tablets,408060004,VMP
408067001,Escitalopram 20mg tablets,408067001,VMP
408068006,Nabilone 2mg capsules,408068006,VMP
408069003,Nabilone 500microgram capsules,408069003,VMP
408070002,Nabilone 250microgram capsules,408070002,VMP
408071003,Dolasetron 50mg tablets,408071003,VMP
408072005,Dolasetron 200mg tablets,408072005,VMP
408085008,Adefovir 10mg tablets,408085008,VMP
408140005,Benzoyl peroxide 5% / Clindamycin 1% gel,408140005,VMP
408146004,Valdecoxib 40mg tablets,408146004,VMP
408149006,Magnesium malate 250mg capsules,408149006,VMP
408152003,Miglustat 100mg capsules,408152003,VMP
408155001,Sirolimus 2mg tablets,408155001,VMP
408157009,Methyl aminolevulinate 16% cream,408157009,VMP
408597001,Ganciclovir 0.15% eye gel,408597001,VMP
408601001,Lornoxicam 4mg tablets,408601001,VMP
408602008,Lornoxicam 8mg tablets,408602008,VMP
408604009,Moxonidine 300microgram tablets,408604009,VMP
408607002,Doxycycline 20mg tablets,408607002,VMP
408614000,Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,408614000,VMP
408616003,Levocetirizine 5mg tablets,408616003,VMP
408624008,Rivastigmine 2mg/ml oral solution,408624008,VMP
409108001,Rosuvastatin 5mg tablets,409108001,VMP
409118006,Conjugated oestrogens 300microgram tablets,409118006,VMP
409121008,Rosiglitazone 1mg / Metformin 500mg tablets,409121008,VMP
409122001,Rosiglitazone 2mg / Metformin 500mg tablets,409122001,VMP
409124000,Rosiglitazone 2mg / Metformin 1g tablets,409124000,VMP
409125004,Rosiglitazone 4mg / Metformin 1g tablets,409125004,VMP
409150001,Escitalopram 5mg tablets,409150001,VMP
409184002,Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tab,409184002,VMP
409185001,Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tab,409185001,VMP
409197000,Metformin 500mg/5ml oral liquid,409197000,VMP
409208006,Aprepitant 80mg capsules,409208006,VMP
409209003,Aprepitant 125mg capsules,409209003,VMP
409211007,Emtricitabine 200mg capsules,409211007,VMP
409214004,,409214004,VMP
409224007,Voriconazole 200mg/5ml oral suspension,409224007,VMP
409298002,Valsartan 160mg / Hydrochlorothiazide 25mg tablets,409298002,VMP
409326007,,409326007,VMP
409393009,Cinacalcet 30mg tablets,409393009,VMP
409394003,Cinacalcet 60mg tablets,409394003,VMP
409395002,Cinacalcet 90mg tablets,409395002,VMP
409467001,Gabapentin 250mg/5ml oral liquid,409467001,VMP
410840000,Ribavirin 40mg/ml oral solution,410840000,VMP
410887007,,410887007,VMP
410896007,Co-triamterzide 50mg/25mg tablets,410896007,VMP
410927009,Ondansetron 4mg orodispersible tablets,410927009,VMP
410928004,Ondansetron 8mg orodispersible tablets,410928004,VMP
410930002,Zonisamide 100mg capsules,410930002,VMP
410944008,Montelukast 4mg granules sachets sugar free,410944008,VMP
410958005,Trandolapril 4mg capsules,410958005,VMP
412651007,Meloxicam 7.5mg/5ml oral suspension,412651007,VMP
413468006,Agalsidase beta 5mg powder for solution for infusion vials,413468006,VMP
413593005,Atazanavir 100mg capsules,413593005,VMP
413594004,Atazanavir 150mg capsules,413594004,VMP
413595003,Atazanavir 200mg capsules,413595003,VMP
413957004,Prasterone 10mg tablets,413957004,VMP
413958009,Prasterone 25mg capsules,413958009,VMP
413959001,Prasterone 25mg tablets,413959001,VMP
413960006,Prasterone 50mg capsules,413960006,VMP
414124007,Erlotinib 100mg tablets,414124007,VMP
414125008,Erlotinib 150mg tablets,414125008,VMP
414126009,Erlotinib 25mg tablets,414126009,VMP
